Date/Time,%       Time,Hsig,Tm02,Dir,PkDir,Watlev,Hswell,Tp_smoothed,site,site_name,lon,lat,run
2021-01-02 05:00:00,20210102.05,1.87192,7.6801,70.539,62.5,-0.4,1.09283,9.981,2, Tweed Heads WRB,153.5759896,-28.18178849,20210102_0000
2021-01-02 05:00:00,20210102.05,1.74078,7.4591,69.526,67.5,-0.4,0.9653,9.9363,3, Palm Beach WRB,153.48481,-28.09982,20210102_0000
2021-01-02 05:00:00,20210102.05,1.88824,7.5649,73.18,72.5,-0.4,0.97648,9.7307,4, Tweed Heads Offshore WRB,153.680167,-28.212550,20210102_0000
2021-01-02 06:00:00,20210102.06,1.87527,7.6123,74.357,72.5,-0.59,0.96057,9.6807,0, Brisbane WRB,153.6315552,-27.48715254,20210102_0000
2021-01-02 06:00:00,20210102.06,1.71523,7.4595,77.875,82.5,-0.59,0.9523,9.9144,1, Gold Coast WRB,153.4425023,-27.96396491,20210102_0000
2021-01-02 06:00:00,20210102.06,1.86776,7.6802,70.979,67.5,-0.59,1.0895,9.9796,2, Tweed Heads WRB,153.5759896,-28.18178849,20210102_0000
2021-01-02 06:00:00,20210102.06,1.72756,7.4361,69.853,72.5,-0.59,0.94409,9.9095,3, Palm Beach WRB,153.48481,-28.09982,20210102_0000
2021-01-02 06:00:00,20210102.06,1.87142,7.4817,73.7,72.5,-0.59,0.9147,9.4875,4, Tweed Heads Offshore WRB,153.680167,-28.212550,20210102_0000
2021-01-02 07:00:00,20210102.07,1.85913,7.5356,74.844,72.5,-0.62,0.90106,9.4457,0, Brisbane WRB,153.6315552,-27.48715254,20210102_0000
2021-01-02 07:00:00,20210102.07,1.6993,7.4122,78.195,82.5,-0.62,0.91459,9.8469,1, Gold Coast WRB,153.4425023,-27.96396491,20210102_0000
2021-01-02 07:00:00,20210102.07,1.86015,7.6669,71.427,67.5,-0.62,1.07781,9.9688,2, Tweed Heads WRB,153.5759896,-28.18178849,20210102_0000
2021-01-02 07:00:00,20210102.07,1.70991,7.3952,70.215,72.5,-0.62,0.90931,9.8531,3, Palm Beach WRB,153.48481,-28.09982,20210102_0000
2021-01-02 07:00:00,20210102.07,1.85812,7.4319,74.254,72.5,-0.62,0.86275,9.3518,4, Tweed Heads Offshore WRB,153.680167,-28.212550,20210102_0000
2021-01-02 08:00:00,20210102.08,1.84789,7.4706,75.379,77.5,-0.52,0.85072,9.3289,0, Brisbane WRB,153.6315552,-27.48715254,20210102_0000
2021-01-02 08:00:00,20210102.08,1.68207,7.3479,78.464,82.5,-0.52,0.86507,9.7121,1, Gold Coast WRB,153.4425023,-27.96396491,20210102_0000
